name,money,addr
潜山市伯乐防护用品有限公司,518万元人民币,安徽省安庆市潜山市经济开发区东环路168号
肇庆市特宝科技有限公司,300万元人民币,肇庆市高要区金利镇金湾南路10号广东信基创新科技园A-35栋
深圳市垦鑫达通信科技有限公司,5000万元人民币,深圳市福田区香蜜湖街道东海社区深南大道7006号富春东方大厦3层301C(仅限办公)
安徽大翔国际贸易有限公司,500万元人民币,桐城市新渡镇华东塑料城1#101
深圳市丰方亮国际物流有限公司,50万元人民币,深圳市福田区华强北街道燕南路403栋华明大厦首层3号铺
安庆市康可欣环保科技有限公司,500万元人民币,安徽省安庆市怀宁县马庙镇汪洋村新民组
安徽省皖亿康卫生用品有限公司,500万元人民币,安徽省安庆市怀宁县工业园雄山路稼仙金佳粮集团三楼
安徽嘉健医疗科技有限公司,500万元人民币,安徽省安庆市潜山市余井镇松岭村油坊组45号
安徽茂康医疗科技有限公司,500万元人民币,安徽省安庆市怀宁县工业园创新路9号
安徽海耀新材料有限公司,6000万元人民币,安徽省安庆市怀宁县工业园月山大道东006号
佛山市西卫卫生用品有限公司,400万元人民币,佛山市三水区西南街道五顶岗村委会周灶村塱上(自编之二)(住所申报)
安徽耀淮刷业有限公司,1000万元人民币,安徽省安庆市潜山县源潭镇双峰居委会
石狮市艾雪莉皮具有限公司,100万元人民币,福建省泉州市石狮市灵秀镇百灵街华闽世贸国际503室
安庆康宁安医疗器械有限公司,500万元人民币,安徽省安庆市怀宁县工业园兴业路002号
安徽五湖滤材有限公司,10000万元人民币,安徽省阜阳市太和县工业园区工四路标准化厂房一号
安庆华辉防护用品有限公司,280万元人民币,安徽省安庆市怀宁县工业园雄山路东21号
安徽凯乐康新材料有限公司,500万元人民币,安徽省安庆市怀宁县高河镇新安路骑龙工业园
安徽青禾创新医疗科技有限公司,500万元人民币,安徽省安庆市怀宁县工业园雄山路稼仙金佳粮集团三楼
安徽康倍健卫生用品有限公司,500万元人民币,安徽省安庆市怀宁县工业园雄山路36号
固镇美佳材料有限公司,100万元人民币,安徽省蚌埠市固镇县新马桥镇花谷村
中山市睿成劳保用品有限公司,300万元人民币,中山市南区恒美城南四路24号厂房三楼之二(住所申报)
汕头市科龙达无纺布有限公司,1028万元人民币,汕头市潮阳区棉北街道五三居委五三工业区
河南省富瑞德医疗设备有限公司,6670万元人民币,长垣市满村镇创业园1号
安庆市靖文纸塑有限公司,300万元人民币,安徽省安庆市怀宁县马庙镇天工西路88号
三江产业发展（深圳）有限公司,10000万元人民币,深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司)
芜湖新世纪净化器材有限责任公司,750万元人民币,安徽省芜湖市三山区经济开发区内
深圳市艾唯尔科技有限公司,644.33万元人民币,深圳市龙岗区龙城街道龙岗天安数码创新园一号厂房A402、403
青岛邦恩医疗科技有限公司,100万元人民币,山东省青岛市即墨区马山东一路8号
灵璧县茂恒医疗器械有限公司,80万元人民币,安徽省宿州市灵璧县娄庄镇黄圩村1
惠州胜冠口罩科技有限公司,200万元人民币,惠州市潼湖经济管理区联发大道北面6号A厂房
宜昌红豆杉无纺制品有限公司,200万元人民币,宜都市陆城杨守敬大道东侧
桐城市永叶防护用品有限公司,100万元人民币,安徽省安庆市桐城市范岗镇范金路
桐城市浩美防护用品有限公司,100万元人民币,安徽省安庆市桐城市青草镇青草工业园区
安徽协力劳保用品有限公司,980万元人民币,安徽省安庆市桐城市新渡镇合安大道工业园区
龙口市德一机械设备有限公司,500万元人民币,山东省龙口市东江镇九南村
江苏锦禾高新科技股份有限公司,3000万元人民币,江苏省扬州市杭集镇翟庄路
深圳首弘智能数码科技有限公司,2000万元人民币,深圳市南山区西丽街道沙河西路3011号白沙新兴产业园1栋6楼M区
桐乡市立明喷织股份有限公司,1000万元人民币,浙江省嘉兴市桐乡市崇福镇新益村1-6幢
深圳市兴创伟业电子科技有限公司,3020万元人民币,深圳市福田区沙头街道新洲社区滨河大道9003号湖北大厦28南B
桐城市冠杰防护用品有限公司,5万元人民币,安徽省安庆市桐城市新渡镇西环路94号
怀宁天天纸塑有限责任公司,100万元人民币,安徽省安庆市怀宁县工业园黄龙路11号
中山市杰星隆防护用品有限公司,500万元人民币,中山市东凤镇小沥社区北角街1号之三(住所申报)
欧亚智能科技（中山）有限公司,50万美元,中山市火炬开发区岐关东路8号之一东面
安庆安怀卫生用品有限公司,200万元人民币,安徽省安庆市怀宁县工业园雄山路现梵家具二楼
桐城市亮伟防护用品有限公司,300万元人民币,安徽省安庆市桐城市范岗镇范岗居委会桂圩1号
招远市塑料印刷包装机械厂,5万元人民币,招远市辛庄镇驻地
山东卓昊智能电力科技有限公司,15000万元人民币,山东省聊城市高唐县鱼邱湖街道丁张工业园区
河源合益泰非织造有限公司,800万元人民币,连平县三角镇工业园佳泰路旁38号地块厂房C
天长市云坤机械配件有限公司,50万元人民币,天长市仁和集镇雷庄村
河南华源世佳医疗器械有限公司,600万元人民币,河南省开封市尉氏县大营乡新尉工业园区16号
天长市国顺有机玻璃有限公司,100万元人民币,天长市秦栏镇白马村冯庄组(天扬公路南侧)
株洲诚明新材料有限公司,500万元人民币,湖南省株洲市渌口区南洲镇田家湾村胡冲组13号附1号
河南百佳卫生材料科技有限公司,500万元人民币,河南省开封市杞县杞县柿园乡李胡楼村二组
安徽米多刷业有限公司,500万元人民币,安徽省安庆市潜山市源潭镇工业园34号
泉州市茂达利生料带有限公司,158万元人民币,南安市美林街道办事处溪州村
深圳市满盛丰科技有限公司,50万元人民币,深圳市宝安区燕罗街道燕川社区西十三巷3号207
广西威迪亚新材料有限公司,1008万元人民币,柳州市阳泰路东2号C-10车间、办公楼
无锡市宏腾塑胶厂,40万元人民币,无锡市新区鸿山工业园鸿祥路34号
广东吉康顺医疗科技有限公司,2680万元人民币,揭阳市揭东经济开发区龙港路北侧
安庆市鸿盛塑业有限公司,600万元人民币,安徽省安庆市怀宁县高河镇高岭路88号
淄博诚宏经贸有限公司,2000万元人民币,山东省淄博市临淄区齐鲁国际塑化城临淄大道818甲9号606
兰州健驰中药材开发有限公司,100万元人民币,甘肃省兰州市兰州新区祁连山大道4280号20栋2层205室
怀宁县鸿顺商贸有限公司,50万元人民币,安徽省安庆市怀宁县工业园稼先北路15号
石家庄洁邦纺织品有限公司,100万元人民币,河北省石家庄市元氏县东张乡东正村
临沂喜盈润家居用品有限公司,100万元人民币,临西八路与大山路交汇澳龙国际物流鞋城C区5116号
安徽省桐城市宏腾环保包装有限公司,2000万元人民币,"桐城双新经济开发区伊洛大道南,经一路西"
青岛欣昊诚医疗器械有限公司,1000万元人民币,山东省青岛市胶州市胶西街道办事处杜村东部工业区
安徽康建卫生用品有限公司,1000万元人民币,安徽省安庆市怀宁县工业园东经二路
深圳市金品尚电子科技有限公司,50万元人民币,深圳市宝安区西乡街道凤凰岗社区凤凰岗第三工业区501
深圳市慧丰和胜实业有限公司,50万元人民币,深圳市龙岗区园山街道银荷社区龙岗大道横岗段7038号水晶之城10栋301
安徽乐青源防护用品有限公司,500万元人民币,安徽省安庆市潜山市源潭镇东畈工业园(亿仁山庄旁)
安徽康盾新材料有限公司,1000万元人民币,安徽省安庆市怀宁县工业园陶亭路19号
安徽华沁康防护用品有限公司,500万元人民币,安徽省安庆市桐城市青草镇朝阳村东湾17号
安徽日亿医疗器械有限公司,500万元人民币,安徽省阜阳市太和县三塔镇李陈村委会王七庄自然东太三路东侧100米
桐城市志敏防护用品有限公司,400万元人民币,安徽省安庆市桐城市经济技术开发区双新产业园松鹤大道
桐城市聚力劳保用品厂,,桐城市双港镇双港大道
辽宁恒利防护科技有限公司,1200万元人民币,辽宁省朝阳市高新技术产业开发区新能源电器产业集群2期5号
秦皇岛众喆环保科技有限公司,2000万元人民币,河北省秦皇岛市经济技术开发区黑龙江西道16号
河北艾怿森生物科技有限公司,3000万元人民币,河北省张家口市下花园区新辰路20号花园领地小区4号商业楼1号309室
湖南楷元科技有限公司,288万元人民币,湖南省怀化市迎丰路银河电脑城七楼705号
安庆市锦天户外用品有限公司,450万元人民币,安徽省安庆市怀宁县工业园三桥路5号
安徽康梅格医疗器械有限公司,500万元人民币,天长市秦栏镇白马村
广东索亚建筑装饰材料有限公司,1000万元人民币,鹤山市共和镇共盈路7号之四
天长市嘉硕医疗用品有限公司,500万元人民币,天长市秦栏镇寿昌路工业园区
安徽恒爱防护科技有限公司,1000万元人民币,安徽省安庆市潜山市开发区潜阳路1号(嘉宜纺织科技园G2栋)
菏泽市柏罡新材料有限公司,1000万元人民币,山东省菏泽市东明县黄河路北段黄河大桥南1公里路西
广西贵港市恒丰医疗用品有限公司,200万元人民币,贵港市产业园(石卡园区)标准厂房B2栋
安徽益众康医疗器材有限公司,1000万元人民币,安徽省安庆市潜山市槎水镇龙关14号
美安工业（江苏）有限公司,159万美元,睢宁经济开发区九旭大道西侧、幸福路南侧
广东锦健科技有限公司,2000万元人民币,汕头市龙湖区外沙镇蓬发大道工业厂房侯工楼三楼之一
桐城市得爱防护用品有限公司,68万元人民币,安徽省安庆市桐城市青草镇夏星村青年组3号
广东省多特马斯医疗用品有限公司,500万元人民币,广东省东莞市长安镇街新路12号301室
鼎泰（福建）服装有限公司,500万元人民币,福建省泉州市晋江市龙湖镇湖北村龙翔路61号
西藏甘露医疗器械股份有限公司,1000万元人民币,西藏自治区西藏自治区拉萨经济技术开发区林琼岗路15号
河北宏泽环保科技有限公司,2000万元人民币,河北省衡水市饶阳县肃衡北大街2号-1
深圳银兴科技开发有限公司,1099万元人民币,深圳市南山区西丽街道科技北二路航天微电机大厦D座201室
深圳市朗意生物科技有限公司,10万元人民币,深圳市宝安区西乡街道劳动社区西乡大道306-12号富通城二期A座A-111
天长市登峰塑料有限公司,280万元人民币,安徽省天长市万寿北路88号
茌平恒瑞化纤织造有限公司,200万元人民币,山东省聊城市茌平信发办事处徐庄
广东联福新材料股份有限公司,2000万元人民币,广东省东莞市大岭山镇矮岭冚创业三街5号2号楼402室
江西萨米科技有限公司,777万元人民币,江西省宜春经济技术开发区李太路8号
安徽省临泉县万隆塑料包装有限公司,3600万元人民币,安徽省阜阳市临泉县经济开发区兴泉大道221号
安徽阿姆特医疗用品有限公司,500万元人民币,天长市铜城镇铜北村
青岛克利尔斯防护用品有限公司,498万元人民币,山东省青岛市胶州市九龙街道办事处建设路327号
德阳全息材料科技有限公司,1000万元人民币,四川省德阳市旌阳区泰山北路290号
深圳市凯业晟环保科技有限公司,5000万元人民币,深圳市龙岗区坪地街道坪地社区建设路58号101
东莞市裕达科技有限公司,100万元人民币,广东省东莞市石碣镇下一村一德街33号201房
青岛天一全工贸有限公司,50万元人民币,青岛市市南区仙居路66号13号楼2002户
山东浩海净化水技术开发有限公司,300万元人民币,山东省潍坊市昌邑市北海路南首
石狮垚谷集成电路科技有限公司,5000万元人民币,福建省泉州市石狮市蚶江镇锦里东南区85号5楼
深圳市胜兴旺精密科技有限公司,100万元人民币,深圳市龙岗区坂田街道新雪社区下雪村工业园2栋501
德州骏翔缝纫设备有限公司,100万元人民币,山东省德州市禹城市建设路南首金帅扒鸡公司北邻
桐城市红莲塑业有限公司,210万元人民币,安徽省桐城市新渡大道
浙江金海环境技术股份有限公司,21000万元人民币,诸暨市应店街镇工业区
桐城市沐鸿防护用品有限公司,180万元人民币,安徽省安庆市桐城市青草镇江岭村3号
深圳市华莱实业有限公司,800万元人民币,深圳市福田区八卦岭鹏基商务时空301、302、303、305
湖南福银新能源科技有限公司,6000万元人民币,湖南省郴州市永兴县经济开发区国家循环经济示范园晶讯大道12号
广东庆峰医疗科技有限公司,2000万元人民币,肇庆市鼎湖区桂城新城31区同兴路肇庆市鼎湖区土地储备中心厂房A、B幢
东莞市康尔雅医疗科技有限公司,100万元人民币,广东省东莞市道滘镇大备湾大新工业街3号101室
安徽康泰电气有限公司,31680万元人民币,安徽省天长市铜城镇安乐社区长安中路
泸州晨巧服装有限公司,500万元人民币,泸州市龙马潭区石洞街道桥头村小学校内(自主申报)
河南富亿隆环保科技有限公司,100万元人民币,河南省新乡市长垣市常村镇308省道北侧、玉前线西侧
安徽省汇澳森林木业有限公司,500万元人民币,安徽省安庆市怀宁县马庙镇工业园
阜南县创美服饰有限公司,500万元人民币,安徽省阜阳市阜南县王化镇张集村张集
潜山市玉洁旺防护用品有限公司,500万元人民币,安徽省安庆市潜山市经济开发区皖水路0098号5幢
东莞市荣欣商贸有限公司,100万元人民币,广东省东莞市石碣镇下一村一德街33号201房
安徽卓亿刷业有限公司,500万元人民币,安徽省安庆市潜山市源潭镇双峰居委会结缘南街50号
安徽唯云新材料科技有限公司,1200万元人民币,安徽省安庆市桐城市范岗镇居委会4#101
东莞市红友生物科技有限公司,50万元人民币,广东省东莞市大岭山镇大岭山建设路一街40号301室
安徽省康胜医疗科技有限公司,580万元人民币,安徽省安庆市怀宁县高河镇经一路与纬五路交叉口
江阴市共创塑胶科技发展有限公司,52万元人民币,江阴市华士镇陆瓠西路201号
青岛晟帝龙贸易有限公司,100万元人民币,山东省青岛市即墨区经济开发区后庵村村北
安徽省新贝乐医疗器械有限公司,500万元人民币,安徽省安庆市怀宁县工业园里仁西路广泛智能科技有限公司二楼
安徽特特劳保用品有限公司,500万元人民币,安徽省安庆市怀宁县工业园黄龙路006号
安徽省东沐医疗器械有限公司,500万元人民币,安徽省阜阳市太和县经济开发区裕民路(安徽致鑫中药饮片有限公司院内)
桐城市众之雅防护用品有限公司,500万元人民币,安徽省安庆市桐城市青草镇朝阳村塔庄
安徽皖瑞康防护用品有限公司,500万元人民币,安徽省安庆市桐城市范岗镇棋盘岭工业园
潜山市成林医疗科技有限公司,500万元人民币,安徽省安庆市潜山市源潭镇双林村张老屋9号
天长市神华进出口贸易有限公司,500万元人民币,天长市釜山镇街道
甘肃科力儿卫生新材料科技有限公司,700万元人民币,甘肃省天水市武山县城关镇工业园区
安徽奇杰环保科技有限公司,2888万元人民币,"桐城经济技术开发区双新产业园纬九路北,经三路东5号"
深圳市瑞思祥科技有限公司,200万元人民币,深圳市光明区新湖街道楼村社区鲤鱼河工业区振兴路37号E栋一层A区、三层、四层、五层
东莞市厚街金胜鞋材加工厂,,东莞市厚街镇汀山村汀山广场大道
临朐瑞航装饰工程有限公司,600万元人民币,山东省潍坊市临朐县东城街道朐山路265号1幢
深圳市卓越嘉成科技有限公司,50万元人民币,深圳市龙华区民治街道民治社区民治大道398号汇宝江大厦A507、A509
桐城市双赢塑化有限公司,150万元人民币,桐城市新渡镇凤凰村范咀路2号
东莞市四邦自动化设备有限公司,200万元人民币,东莞市南城区周溪众利路棉纺厂路段C座5号
山东和美医疗器械有限公司,500万元人民币,山东省聊城经济技术开发区东昌东路32号御润大酒店26楼2602室
广东博予蓝医疗科技有限公司,500万元人民币,广东省东莞市茶山镇寒溪水新围工业区二路5号5栋601室
安徽雅清欣防护用品有限公司,500万元人民币,安徽省安庆市潜山市源潭镇工业园源庆路200号
安徽科环装饰工程有限公司,500万元人民币,天长市仁和集镇白马村胡庄队28号
安徽皖泓医疗科技有限公司,500万元人民币,安徽省安庆市怀宁县秀山乡司马村司马组28号
深圳诺立欣医药科技有限公司,500万元人民币,深圳市罗湖区莲塘街道坳下社区仙湖路156号北开大院C栋306B
安徽楚天安防护用品有限公司,1000万元人民币,安徽省安庆市桐城市范岗镇东工业园刷业路64号
安徽省小夷医疗科技有限公司,500万元人民币,安徽省安庆市岳西县五河镇百步村后榜组020号
上海秋合工贸有限公司,50万元人民币,上海市松江区新发经济城
安徽润康防护用品有限公司,800万元人民币,安徽省安庆市桐城市经济技术开发区铁栋2路1号
深圳市天人合一贸易有限公司,100万元人民币,深圳市龙岗区坂田街道新河街2号金方华产业园三期9栋303
福建鑫华股份有限公司,8000万元人民币,晋江市龙湖镇粘厝埔华鑫工业园
四川辰誉科技有限公司,500万元人民币,四川省成都市天府新区华阳富强街66号1层
潍坊韦达防护用品有限公司,100万元人民币,山东省潍坊市高密市夏庄镇夷安大道8号
成都武兴成生物科技有限公司,600万元人民币,成都市武侯区二环路西一段2号1栋1单元7层727号
天长市晔阳实验器材有限公司,668万元人民币,天长市秦栏镇庆祝村金庄现代化小区
天长市新怡防护用品有限公司,100万元人民币,天长市仁和集镇仁和工业园区
河南共健医疗器械有限公司,1000万元人民币,河南省新乡市辉县市产业集聚区洪洲园区
安徽米兰士装饰材料有限公司,677万元人民币,桐城市范岗镇范金路
河南绿分子医疗器械有限公司,100万港元,河南省许昌市鄢陵县创业大道鄢陵科技创业园5号楼
六安载丰新材料有限公司,7000万元人民币,安徽省六安市经济开发区纬三路
东莞市可锐光电有限公司,2000万元人民币,东莞市凤岗镇雁田村东深二路河东工业区十号3栋1楼106号
潜山舒尔畅卫生用品有限公司,100万元人民币,安徽省安庆市潜山市梅城镇潜阳路1号嘉宜花苑G3栋一楼
桐城市康众劳保用品有限公司,100万元人民币,安徽省安庆市桐城市新渡镇新渡工业园
绍兴柯桥金飞贸易有限公司,100万元人民币,绍兴市柯桥区柯桥经济开发区齐陶路699号
深圳市瑾鑫恒利科技有限公司,50万元人民币,深圳市龙华区大浪街道龙平社区部九窝向荣路8号-1栋204
桐城市鑫雅防护用品有限公司,180万元人民币,安徽省安庆市桐城市青草镇三星村刘庄1号
惠州市佳仕科技有限公司,10万元人民币,博罗县龙溪街道小蓬岗村第一工业区
安徽生达新材料有限公司,500万元人民币,安徽省安庆市怀宁县高河镇独秀大道北28号
本溪恒晟实业发展有限责任公司,100万元人民币,辽宁省本溪市溪湖区溪湖南路30栋2层1单元3号
山东华棉纺织品有限公司,500万元人民币,山东省聊城市茌平区杜郎口镇鑫州工业园16号
潍坊德合顺防护用品有限公司,100万元人民币,山东省潍坊市高密市高密经济开发区兴源路1688号
安徽弘华卫生用品有限公司,1000万元人民币,安徽省安庆市潜山市开发区三合路88号(中合产业园B5幢)
安庆乐康医疗科技有限公司,100万元人民币,安徽省安庆市怀宁县金拱镇金拱七里工业园区
东莞市赛克电子设备有限公司,200万元人民币,广东省东莞市莞城街道莞龙路莞城段143号3单元201房
江西吉妮珂诗日化有限公司,200万元人民币,江西省九江市浔阳区浔阳东路318号兴龙国际商务中心1016室
桐城市欣瑞防护用品有限公司,80万元人民币,安徽省安庆市桐城市青草镇青草大道167号
怀宁胶友包装有限公司,100万元人民币,安徽省安庆市怀宁县高河镇工业园月山大道537号
广德辉龙环保科技有限公司,5180万元人民币,安徽省宣城市广德经济开发区南环路
东莞市净达防护科技有限公司,100万元人民币,广东省东莞市塘厦镇清湖头冯屋围巷27号
萍乡叶宇健康科技有限公司,500万元人民币,江西省萍乡市安源区青山镇葡萄村6组86号
潜山市莲胜劳保用品有限公司,20万元人民币,安徽省安庆市潜山市梅城镇嘉宜纺织科技创业园F1栋
上海嘉荣无纺厂,55万元人民币,嘉定区马陆镇棕坊村
天长市三和人造丝有限公司,50万元人民币,天长市秦栏镇第二工业园区
山西云上太休医疗器械有限公司,500万元人民币,侯马经济开发区锦茂医疗健康产业基地1号楼1层
深圳大四喜医疗器械有限公司,500万元人民币,深圳市福田区园岭街道八卦岭鹏基工业区厂房第618栋第1层东侧
东莞市吉络电子有限公司,100万元人民币,广东省东莞市凤岗镇东深路凤岗段180号2号楼506室
安徽格瑞医疗科技有限公司,500万元人民币,安徽省安庆市怀宁县工业园雄山路东19号
深圳市昕旭自动化科技有限公司,500万元人民币,深圳市光明区马田街道合水口社区第二工业区第十二栋201
安庆市海艺帽业有限公司,100万元人民币,安徽省安庆市怀宁县工业园
江西丰龙共享户外休闲用品有限公司,2000万元人民币,江西省上饶市万年县高新技术产业区丰收工业园创业路以西、建元大街
安徽长中刷业有限公司,1169万元人民币,安徽省潜山市源潭镇工业园区
河南睿双医疗科技有限公司,800万元人民币,河南省许昌市魏都区北大街道八一路121号2A幢东起第9间
福建省贝琪供应链管理有限公司,1000万元人民币,福建省泉州市石狮市灵秀镇港塘路174号世联华府1幢401室
深圳市信之源生物科技有限公司,1000万元人民币,深圳市龙华区大浪街道新石社区爱美达高新科技工业园区A栋厂房2层
安徽新宜医疗科技有限公司,1000万元人民币,安徽省安庆市怀宁县工业园雄山路6号
安徽嗨尔斯光学医疗器材科技有限公司,3000万元人民币,安徽省六安市金安区三十铺镇一元大道安徽新中天光学材料科技有限公司内
安徽洁尔康环保科技有限公司,500万元人民币,安徽省安庆市怀宁县高河镇高河大道高河工业小区
天长市兴宇电子厂,,安徽省天长市秦栏镇经济开发区
高密市中宜天盾劳保用品有限公司,100万元人民币,山东省潍坊市高密市高密经济开发区撞上村278号
潜山一柯毛刷有限公司,500万元人民币,安徽省安庆市潜山市源潭镇源潭经济园区118号
安庆市康夏卫生材料有限公司,500万元人民币,安徽省安庆市怀宁县马庙镇泥河村东升组
安徽省润物新材料有限公司,1000万元人民币,安徽省安庆市怀宁县高河镇独秀大道北40号
桐城市舒康防护用品有限公司,120万元人民币,安徽省安庆市桐城市青草镇梅城村联合组6号
安庆盛华纸质包装有限公司,570万元人民币,安徽省安庆市怀宁县工业园月山大道东6号
安徽八喜医疗科技有限公司,1000万元人民币,安徽省安庆市怀宁县工业园独秀大道北15号
安徽省四创防护材料有限公司,600万元人民币,东至县张溪镇老轧花厂
合肥永明服装有限公司,742.5万元人民币,合肥市新站区颍河路与鹿鸣山路交口西南角
东莞市维生医疗科技有限公司,900万元人民币,广东省东莞市虎门镇龙眼十路75号二栋
桐城市爱春劳保用品有限公司,100万元人民币,安徽省安庆市桐城市青草镇朝阳村大营19号
衡水英才印务有限公司,3000万元人民币,武强县城东路
高密市宏利达防护用品有限公司,50万元人民币,山东省潍坊市高密市高密经济开发区东后芝兰村
广东鑫业医用科技有限公司,2000万元人民币,广东省东莞市大朗镇富民南路58号1栋502室
安徽省赛金医疗科技有限公司,1000万元人民币,安徽省安庆市怀宁县高河镇独秀大道北022号
安徽易康防护用品有限公司,500万元人民币,安徽省安庆市桐城市文昌街道同康路101号
安徽虹鑫贸易有限公司,500万元人民币,安徽省安庆市桐城市经济技术开发区兴隆路1号
安徽蓝穹医疗科技有限公司,500万元人民币,安徽省安庆市潜山市开发区迎宾大道南环路58号
东莞市华协电子科技有限公司,400万元人民币,广东省东莞市厚街镇溪中路8号201室
珠海市智普达健康科技有限公司,1000万元人民币,珠海市金湾区红旗镇双林东路3号2栋2层
马鞍山市速耐特医疗科技有限公司,1000万元人民币,安徽省马鞍山市含山县关镇(高速)道口工业集中区1号
安徽健吉医疗科技有限公司,1000万元人民币,安徽省安庆市潜山市源潭镇三环山庄5楼602室
中山市堡威定制服装科技有限公司,500万元人民币,中山市沙溪镇兴工路88号玉华楼7楼之一
汉特（汕头）贸易有限公司,12345.67万元人民币,汕头市龙湖区金砂路104号金龙大厦B幢2701号房之一
安徽冬洋医疗科技有限公司,880万元人民币,安徽省安庆市怀宁县工业园龙山路203号
怀宁墨宝无纺布有限公司,500万元人民币,安徽省安庆市怀宁县高河镇政和路延伸段204#门面房
桐城市民安防护用品有限公司,150万元人民币,安徽省安庆市桐城市范岗镇金飞工业园
安庆市利康医疗科技有限公司,200万元人民币,安徽省安庆市怀宁县高河镇育儿路金瓯商务二楼
湘西乾泰贸易有限公司,500万元人民币,湖南省湘西土家族苗族自治州永顺县灵溪镇南山社区永顺大道288号大汉府顺家园8栋113号
滁州市蒂丝特纺织品有限公司,30万元人民币,安徽省滁州市来安县舜山镇和平新村广场对面
黑龙江省中瑞医疗器械制造有限公司,1000万元人民币,哈尔滨经开区哈平路集中区松花路9号中国云谷A8号楼2层西侧
广东国恒塑业发展有限公司,5000万元人民币,广东省东莞市清溪镇清樟路清溪段46号101室
河源市康民医用卫生材料有限公司,200万元人民币,东源县骆湖镇骆湖村委会第四小组
聊城鲁升医疗器械科技有限公司,2000万元人民币,山东省聊城市莘县东鲁街道办事处鸿图街东首路北
潍坊力昂机械有限公司,200万元人民币,山东省潍坊市青州市云门山街道范公亭路4708号泰华大厦1514室
汕头市松春盛实业有限公司,800万元人民币,汕头市潮阳区和平塘围新和惠路西
安徽四季防护用品有限公司,500万元人民币,安徽省安庆市桐城市经济技术开发区双新产业园伊洛大道北双创园大道西
桐城市春晖防护用品有限公司,100万元人民币,安徽省安庆市桐城市青草镇黄泥包
天长市天旺旅游用品有限公司,100万元人民币,安徽省天长市汊涧镇工业园区A区、高速公路连接线北侧
深圳市永信基科技有限公司,50万元人民币,深圳市宝安区石岩街道龙腾社区永和路1号电业厂厂房B栋二层
邵阳纺织机械有限责任公司,13500万元人民币,邵阳市双清区邵阳大道宝庆东路交叉口
深圳市薇丽艾思服装有限公司,200万元人民币,深圳市宝安区西乡街道固戍恒南路十号
深圳市亿和汇聚科技有限公司,100万元人民币,深圳市龙岗区南湾街道丹竹头社区立信路91号2栋1层
深圳市雅格尔包装制品有限公司,20万元人民币,深圳市宝安区福永街道福永社区福海大道24号中阳商务大厦306
桐城市朱永青防护用品有限公司,20万元人民币,安徽省安庆市桐城市青草镇同兴居委会徐屋4号
安徽东湘医疗科技有限公司,500万元人民币,安徽省安庆市怀宁县高河镇金塘小区4栋7-8号
安徽省三卓医疗科技有限公司,500万元人民币,安徽省安庆市怀宁县工业园里仁西路
湛江龙阵医疗器械有限公司,300万元人民币,湛江市遂溪县遂城镇龙架村沙坡路东南侧1号
桐城市长弘防护用品有限公司,200万元人民币,安徽省安庆市桐城市范岗镇合安路西侧1#101号
东莞市健达医疗科技有限公司,500万元人民币,广东省东莞市樟木头镇樟木头金河路120号2号楼101室
烟台天力包装科技有限公司,500万元人民币,福山高新区祥福街109号
尚嘉沐良（深圳）实业有限公司,1010.1万元人民币,深圳市福田区莲花街道福中社区福中三路1006号诺德金融中心9A
天长市迪科利华新材料科技有限公司,300万元人民币,天长市石梁镇工业集中区经十六路西
深圳市垦鑫达科技有限公司,2000万元人民币,深圳市南山区粤海街道高新区社区科技南路18号深圳湾科技生态园12栋裙楼505
安庆市志强劳保用品有限公司,100万元人民币,安徽省安庆市怀宁县高河镇城东工业园
深圳市长昌建筑材料有限公司,50万元人民币,深圳市光明新区公明办事处南环路产品流通中心1层A29号
安庆欣龙卫生用品有限公司,100万元人民币,安徽省安庆市怀宁县工业园独秀大道
泉州市恒建智能机械有限公司,100万元人民币,福建省泉州市南安市霞美镇霞美村顺和路1号1幢5楼
安徽文颖刷业有限公司,7770万元人民币,安徽省安庆市潜山市源潭镇经济开发区斗塘村张术组
深圳市俊通电子科技有限公司,100万元人民币,深圳市龙华区福城街道大水坑社区大三村金奥幕墙工业厂区C栋201
安徽盛源医疗科技有限公司,600万元人民币,安徽省安庆市怀宁县高河镇月山大道东008号
安徽正宝融信新材料有限公司,500万元人民币,安徽省安庆市怀宁县马庙镇天宫西路128号
安徽金牌医疗科技有限公司,500万元人民币,安徽省安庆市怀宁县高河镇经一路与纬六路交叉口
广西安邦医疗器械有限公司,500万元人民币,广西壮族自治区贵港市平南县平南街道二环大道113号
利万嘉（河南）医疗器械科技有限公司,500万元人民币,河南省濮阳市清丰县产业园区安康路东段利万嘉电商产业园017号
安徽名望医疗科技有限公司,500万元人民币,安徽省安庆市怀宁县高河镇东风路与纬十四路交叉口处
青岛腾昱智能医疗科技有限公司,500万元人民币,山东省青岛市胶州市三里河街道办事处赵家小庄村西
安徽伊维特防护用品有限公司,500万元人民币,安徽省安庆市桐城市青草镇陶冲工业园1号
安徽九康医疗器械有限公司,500万元人民币,颍上县工业园区颍泰路东侧北环路北侧
深圳伊特沃科技有限公司,50万元人民币,深圳市福田区华强北街道华强北路群星广场A座1617
安庆市壹聪医疗科技有限公司,50万元人民币,安徽省安庆市怀宁县高河镇龙山路和谐家园小区N#楼107铺
广东天正医疗科技有限公司,500万元人民币,广东省东莞市黄江镇社贝路153号1栋301室
